codEle,alias,provincia,precision,poblacion,fecha,suceso,sentido,descripcion,fechaFin,lng,pkFinal,causa,carretera,hora,estado,autonomia,pkIni,icono,tipo,horaFin,lat,nivel
11233850,EVENTOS / N-630 (479.0 - 478.9),CÁCERES,1,PRADOCHANO,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>CRUCE</b> de la carretera  <b> <span style=""color:#ab3000"">N-630 </span> </b> a la altura de <b>PRADOCHANO (CÁCERES)</b> desde el <b> km 479</b> al <b> km 478.9</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTES INTERMITENTES</b></span>",?,-6.151676,478.9,ORDEN PÚBLICO,N-630,13:18,1,Extremadura,479,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,39.98187,NO APLICA
11232875,EVENTOS / A-308 (34.0 - 34.0),GRANADA,1,DARRO,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-308 </span> </b> en el <b> km 34</b> en <b>DARRO (GRANADA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>UN SOLO CARRIL CON TRÁFICO ALTERNADO</b></span>",?,-3.2878103,34,ORDEN PÚBLICO,A-308,11:26,1,Andalucía,34,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,37.344875,NO APLICA
11234000,EVENTOS / CM-101 (20.0 - 20.0),GUADALAJARA,1,HUMANES,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CM-101 </span> </b> en el <b> km 20</b> en <b>HUMANES (GUADALAJARA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-3.1623898,20,ORDEN PÚBLICO,CM-101,13:37,1,Castilla-La Mancha,20,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,40.815647,NEGRO
11234851,EVENTOS / A-7 (953.0 - 953.29),MÁLAGA,1,TORRE DEL MAR,10/02/2024,EVENTOS,CRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>SALIDA</b> de la carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> desde el <b> km 953 </b> en <b>TORRE DEL MAR (MÁLAGA)</b> al <b> km 953.29</b> en <b>VELEZ-MALAGA (MÁLAGA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>VELEZ MALAGA</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE DE UN CARRIL</b></span>",?,-4.1006117,953.29,ORDEN PÚBLICO,A-7,15:26,1,Andalucía,953,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,36.756687,NO APLICA
11234850,EVENTOS / A-7 (953.0 - 953.0),MÁLAGA,1,TORRE DEL MAR,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 953</b> en <b>TORRE DEL MAR (MÁLAGA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-4.1006117,953,ORDEN PÚBLICO,A-7,15:26,1,Andalucía,953,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,36.756687,NEGRO
11233787,EVENTOS / A-7282 (8.0 - 8.0),MÁLAGA,1,ANTEQUERA,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7282 </span> </b> en el <b> km 8</b> en <b>ANTEQUERA (MÁLAGA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-4.5162225,8,ORDEN PÚBLICO,A-7282,13:18,1,Andalucía,8,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,37.04154,NEGRO
11234472,EVENTOS / SE-9223 (1.5 - 1.52),SEVILLA,1,ALGAMITAS,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">SE-9223 </span> </b> a la altura de <b>ALGAMITAS (SEVILLA)</b> desde el <b> km 1.5</b> al <b> km 1.52</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-5.1442676,1.52,ORDEN PÚBLICO,SE-9223,14:38,1,Andalucía,1.5,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,37.01983,NEGRO
11231978,EVENTOS / A-471R1 (16.0 - 16.0),SEVILLA,1,CABEZAS DE SAN JUAN (LAS),10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-471R1 </span> </b> en el <b> km 16</b> en <b>CABEZAS DE SAN JUAN (LAS) (SEVILLA)</b> sentido <b>AMBOS SENTIDOS</b> hacia <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-5.9565115,16,ORDEN PÚBLICO,A-471R1,08:57,1,Andalucía,16,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,36.97665,NEGRO
11234461,EVENTOS / A-406 (31.4 - 31.32),SEVILLA,1,VILLANUEVA DE SAN JUAN,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-406 </span> </b> a la altura de <b>VILLANUEVA DE SAN JUAN (SEVILLA)</b> desde el <b> km 31.4</b> al <b> km 31.32</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-5.1760635,31.32,ORDEN PÚBLICO,A-406,14:37,1,Andalucía,31.4,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,37.053303,NEGRO
11234570,EVENTOS / A-451 (19.8 - 19.87),SEVILLA,1,NAVARREDONDA,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-451 </span> </b> desde el <b> km 19.8 </b> en <b>NAVARREDONDA (SEVILLA)</b> al <b> km 19.87</b> en <b>SAUCEJO (EL) (SEVILLA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-5.08744,19.87,ORDEN PÚBLICO,A-451,14:35,1,Andalucía,19.8,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,37.07101,NEGRO
11235000,EVENTOS / AP-4 (45.7 - 45.7),SEVILLA,1,CABEZAS DE SAN JUAN (LAS),10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">AP-4 </span> </b> en el <b> km 45.7</b> en <b>CABEZAS DE SAN JUAN (LAS) (SEVILLA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-5.955739,45.7,ORDEN PÚBLICO,AP-4,16:01,1,Andalucía,45.7,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,36.97353,NEGRO
11234502,EVENTOS / A-363 (13.86 - 13.79),SEVILLA,1,PRUNA,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-363 </span> </b> a la altura de <b>PRUNA (SEVILLA)</b> desde el <b> km 13.86</b> al <b> km 13.79</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-5.219935,13.79,ORDEN PÚBLICO,A-363,14:46,1,Andalucía,13.86,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,36.975903,NEGRO
11233725,EVENTOS / A-2 (233.0 - 233.0),ZARAGOZA,1,CALATAYUD,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-2 </span> </b> en el <b> km 233</b> en <b>CALATAYUD (ZARAGOZA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-1.6445466,233,ORDEN PÚBLICO,A-2,13:09,1,Aragón,233,INC_ACT_EVD_LS2_CAC.png,Incidencia,?,41.333866,ROJO
